month,day,year,time,latitude,longitude,depth,magnitude,magType,place
11,29,1998,14:10:31,-2.071,124.891,33,7.7,mwc,"264 km ESE of Luwuk, Indonesia"
1,19,1999,03:35:33,-4.596,153.235,114.1,7,mwc,"110 km ESE of Kokopo, Papua New Guinea"
2,6,1999,21:47:59,-12.853,166.697,90.1,7.3,mwc,"146 km NW of Sola, Vanuatu"
3,4,1999,08:52:01,5.397,121.937,33,7.1,mwc,"69 km S of Tabiauan, Philippines"
4,5,1999,11:08:04,-5.591,149.568,150,7.4,mwc,"63 km W of Kimbe, Papua New Guinea"
4,8,1999,13:10:34,43.607,130.35,565.7,7.1,mwc,"57 km ENE of Wangqing, China"
5,10,1999,20:33:02,-5.159,150.88,138,7.1,mwb,"92 km ENE of Kimbe, Papua New Guinea"
5,16,1999,00:51:20,-4.751,152.486,73.7,7.1,mwc,"51 km SSE of Kokopo, Papua New Guinea"
6,15,1999,20:42:05,18.386,-97.436,70,7,mwc,"1 km SE of Texcala, Mexico"
8,17,1999,00:01:39,40.748,29.864,17,7.6,mwc,"4 km ESE of Derince, Turkey"
9,20,1999,17:47:18,23.772,120.982,33,7.7,mwc,"21 km S of Puli, Taiwan"
9,30,1999,16:31:15,16.059,-96.931,60.6,7.5,mwc,"15 km W of San Baltazar Loxicha, Mexico"
10,16,1999,09:46:44,34.6033333,-116.265,13.73,7.1,mw,"Hector Mine, CA Earthquake"
11,12,1999,16:57:19,40.758,31.161,10,7.2,mwc,"8 km S of Düzce, Turkey"
11,15,1999,05:42:43,-1.339,88.976,10,7,mwc,South Indian Ocean
11,19,1999,13:56:46,-6.351,148.763,33,7,mwc,"88 km W of Kandrian, Papua New Guinea"
11,26,1999,13:21:15,-16.423,168.214,33,7.5,mwc,"92 km ESE of Lakatoro, Vanuatu"
12,6,1999,23:12:33,57.3424,-154.3469,43.6,7,mw,"26 km SSE of Karluk, Alaska"
12,11,1999,18:03:36,15.766,119.74,33,7.3,mwc,"14 km WNW of Bolitoc, Philippines"
1,8,2000,16:47:20,-16.925,-174.248,183.4,7.2,mwc,"117 km SSW of Hihifo, Tonga"
2,25,2000,01:43:58,-19.528,173.818,33,7.1,mwc,
3,28,2000,11:00:22,22.338,143.73,126.5,7.6,mwc,"Volcano Islands, Japan region"
4,23,2000,09:27:23,-28.307,-62.99,608.5,7,mwb,"22 km NW of Añatuya, Argentina"
5,4,2000,04:21:16,-1.105,123.573,26,7.6,mwc,"89 km E of Luwuk, Indonesia"
5,12,2000,18:43:18,-23.548,-66.452,225,7.2,mwc,"75 km N of San Antonio de los Cobres, Argentina"
6,4,2000,16:28:26,-4.721,102.087,33,7.9,mwc,"103 km S of Bengkulu, Indonesia"
6,18,2000,14:44:13,-13.802,97.453,10,7.9,mwc,South Indian Ocean
8,6,2000,07:27:12,28.856,139.556,394.8,7.4,mwc,"Bonin Islands, Japan region"
10,4,2000,16:58:44,-15.421,166.91,23,7,mwc,"29 km WNW of Luganville, Vanuatu"
10,29,2000,08:37:08,-4.766,153.945,50,7,mwc,"191 km ESE of Kokopo, Papua New Guinea"
11,16,2000,04:54:56,-3.98,152.169,33,8,mwc,"24 km N of Rabaul, Papua New Guinea"
11,16,2000,07:42:16,-5.233,153.102,30,7.8,mwc,"135 km SE of Kokopo, Papua New Guinea"
11,17,2000,21:01:56,-5.496,151.781,33,7.8,mwc,"138 km SSW of Kokopo, Papua New Guinea"
12,6,2000,17:11:06,39.566,54.799,30,7,mwc,"37 km E of Balkanabat, Turkmenistan"
1,1,2001,06:57:04,6.898,126.579,33,7.5,mwc,"21 km SE of Lukatan, Philippines"
1,9,2001,16:49:28,-14.928,167.17,103,7.1,mwb,"16 km NE of Port-Olry, Vanuatu"
1,13,2001,17:33:32,13.049,-88.66,60,7.7,mwc,"28 km SSW of Puerto El Triunfo, El Salvador"
1,26,2001,03:16:40,23.419,70.232,16,7.7,mwc,"17 km NW of Bhach?u, India"
2,13,2001,19:28:30,-4.68,102.562,36,7.4,mwc,"102 km SSE of Bengkulu, Indonesia"
2,24,2001,07:23:48,1.271,126.249,35,7.1,mwc,"137 km WNW of Ternate, Indonesia"
6,3,2001,02:41:57,-29.666,-178.633,178.1,7.2,mwc,"Kermadec Islands, New Zealand"
6,23,2001,20:33:14,-16.265,-73.641,33,8.4,mww,"6 km SSW of Atico, Peru"
7,7,2001,09:38:43,-17.543,-72.077,33,7.6,mwc,"51 km SW of Punta de Bombón, Peru"
8,21,2001,06:52:06,-36.813,-179.575,33,7.1,mwc,"295 km NE of Gisborne, New Zealand"
10,12,2001,15:02:16,12.686,144.98,37,7,mwc,"69 km SSE of Inarajan Village, Guam"
10,19,2001,03:28:44,-4.102,123.907,33,7.5,mwc,"155 km E of Kendari, Indonesia"
10,31,2001,09:10:20,-5.912,150.196,33,7,mwc,"40 km S of Kimbe, Papua New Guinea"
11,14,2001,09:26:10,35.946,90.541,10,7.8,mwc,"Southern Qinghai, China"
12,12,2001,14:02:35,-42.813,124.688,10,7.1,mwc,south of Australia
1,2,2002,17:22:48,-17.6,167.856,21,7.2,mwc,"50 km WNW of Port-Vila, Vanuatu"
3,3,2002,12:08:19,36.502,70.482,225.6,7.4,mwc,"51 km SW of Jurm, Afghanistan"
3,5,2002,21:16:09,6.033,124.249,31,7.5,mwc,"Mindanao, Philippines"
3,31,2002,06:52:50,24.279,122.179,32.8,7.1,mwc,"67 km ENE of Hualien City, Taiwan"
4,26,2002,16:06:07,13.088,144.619,85.7,7.1,mwc,"20 km SSW of Merizo Village, Guam"
6,28,2002,17:19:30,43.752,130.666,566,7.3,mwc,"50 km SW of Dongning, China"
8,19,2002,11:01:01,-21.696,-179.513,580,7.7,mwc,Fiji region
8,19,2002,11:08:24,-23.884,178.495,675.4,7.7,mwc,south of the Fiji Islands
9,8,2002,18:44:23,-3.302,142.945,13,7.6,mwc,"68 km ESE of Aitape, Papua New Guinea"
10,10,2002,10:50:20,-1.757,134.297,10,7.6,mwc,"102 km SSE of Manokwari, Indonesia"
11,2,2002,01:26:10,2.824,96.085,30,7.4,mwb,"50 km NW of Sinabang, Indonesia"
11,3,2002,22:12:41,63.5141,-147.4529,4.2,7.9,mw,"75 km E of Cantwell, Alaska"
11,17,2002,04:53:53,47.824,146.209,459.1,7.3,mwc,"262 km E of Dolinsk, Russia"
1,20,2003,08:43:06,-10.491,160.77,33,7.3,mwc,"126 km W of Kirakira, Solomon Islands"
1,22,2003,02:06:34,18.77,-104.104,24,7.6,mwb,"16 km SSW of Cuyutlán, Mexico"
3,17,2003,16:36:17,51.272,177.978,33,7.1,mwb,"Rat Islands, Aleutian Islands, Alaska"
5,26,2003,09:24:33,38.849,141.568,68,7,mwb,"27 km SSW of ?funato, Japan"
5,26,2003,19:23:27,2.354,128.855,31,7,mwc,"116 km NE of Tobelo, Indonesia"
6,20,2003,06:19:38,-7.606,-71.722,558.1,7.1,mwc,"105 km E of Cruzeiro do Sul, Brazil"
7,15,2003,20:27:50,-2.598,68.382,10,7.6,mwc,Carlsberg Ridge
8,4,2003,04:37:20,-60.532,-43.411,10,7.6,mwc,Scotia Sea
8,21,2003,12:12:49,-45.104,167.144,28,7.2,mwc,"56 km NW of Te Anau, New Zealand"
9,25,2003,19:50:06,41.815,143.91,27,8.16,mww,"134 km SSW of Kushiro, Japan"
9,25,2003,21:08:00,41.774,143.593,33,7.4,mwc,"119 km ESE of Shizunai-furukawach?, Japan"
9,27,2003,11:33:25,50.038,87.813,16,7.3,mwb,"29 km S of Aktash, Russia"
10,31,2003,01:06:28,37.812,142.619,10,7,mwb,"133 km ESE of Ishinomaki, Japan"
11,17,2003,06:43:06,51.146,178.65,33,7.8,mwc,"Rat Islands, Aleutian Islands, Alaska"
12,27,2003,16:00:59,-22.015,169.766,10,7.3,mwc,"201 km ESE of Tadine, New Caledonia"
1,3,2004,16:23:21,-22.253,169.683,22,7.1,mwc,"202 km ESE of Tadine, New Caledonia"
2,5,2004,21:05:02,-3.615,135.538,16.6,7,mwc,"28 km S of Nabire, Indonesia"
2,7,2004,02:42:35,-4.003,135.023,10,7.3,mwb,"Near the south coast of Papua, Indonesia"
7,15,2004,04:27:14,-17.656,-178.76,565.5,7.1,mwc,"208 km ENE of Levuka, Fiji"
7,25,2004,14:35:19,-2.427,103.981,582.1,7.3,mwb,"100 km SSE of Jambi City, Indonesia"
9,5,2004,10:07:07,33.07,136.618,14,7.2,mwc,"94 km SE of Shing?, Japan"
9,5,2004,14:57:18,33.184,137.071,10,7.4,mwb,"118 km ESE of Shing?, Japan"
10,9,2004,21:26:53,11.422,-86.665,35,7,mwc,"43 km SSW of Masachapa, Nicaragua"
11,11,2004,21:26:41,-8.152,124.868,10,7.5,mwc,"63 km NW of Maubara, Timor Leste"
11,15,2004,09:06:56,4.695,-77.508,15,7.2,mwb,"32 km SSW of Pizarro, Colombia"
11,22,2004,20:26:23,-46.676,164.721,10,7.1,mwc,"255 km W of Riverton, New Zealand"
11,26,2004,02:25:03,-3.609,135.404,10,7.1,mwc,"29 km SSW of Nabire, Indonesia"
11,28,2004,18:32:14,43.006,145.119,39,7,mwb,"51 km SW of Nemuro, Japan"
12,23,2004,14:59:04,-49.312,161.345,10,8.1,mwc,north of Macquarie Island
12,26,2004,00:58:53,3.295,95.982,30,9.1,mw,2004 Sumatra - Andaman Islands Earthquake
12,26,2004,04:21:29,6.91,92.958,39.2,7.2,mwc,"284 km WNW of Sabang, Indonesia"
2,5,2005,12:23:18,5.293,123.337,525,7.1,mwc,"138 km SW of Palimbang, Philippines"
3,2,2005,10:42:12,-6.527,129.933,201.7,7.1,mwb,Banda Sea
3,28,2005,16:09:36,2.085,97.108,30,8.6,mww,"78 km WSW of Singkil, Indonesia"
6,13,2005,22:44:33,-19.987,-69.197,115.6,7.8,mwb,"102 km ENE of Iquique, Chile"
6,15,2005,02:50:54,41.292,-125.953,16,7.2,mwc,"153 km W of Big Lagoon, California"
7,24,2005,15:42:06,7.92,92.19,16,7.2,mwc,"Nicobar Islands, India region"
8,16,2005,02:46:28,38.276,142.039,36,7.2,mwc,"66 km ESE of Ishinomaki, Japan"
9,9,2005,07:26:43,-4.539,153.474,90,7.6,mwc,"135 km E of Kokopo, Papua New Guinea"
9,26,2005,01:55:37,-5.678,-76.398,115,7.5,mwb,"39 km NW of Yurimaguas, Peru"
10,8,2005,03:50:40,34.539,73.588,26,7.6,mwc,"21 km NNE of Muzaffar?b?d, Pakistan"
11,14,2005,21:38:51,38.107,144.896,11,7,mwc,"293 km ESE of Kamaishi, Japan"
1,2,2006,06:10:49,-60.957,-21.606,13,7.4,mwc,east of the South Sandwich Islands
1,2,2006,22:13:40,-19.926,-178.178,582.9,7.2,mwc,Fiji region
1,27,2006,16:58:53,-5.473,128.131,397,7.6,mwc,"196 km S of Ambon, Indonesia"
2,22,2006,22:19:07,-21.324,33.583,11,7,mwb,"160 km SE of Chipinge, Zimbabwe"
4,20,2006,23:25:02,60.949,167.089,22,7.6,mwc,"80 km NE of Tilichiki, Russia"
5,3,2006,15:26:40,-20.187,-174.123,55,8,mwc,"47 km SSE of Pangai, Tonga"
5,16,2006,10:39:23,-31.81,-179.307,152,7.4,mwb,Kermadec Islands region
7,17,2006,08:19:26,-9.284,107.419,20,7.7,mwc,"226 km SSW of Singaparna, Indonesia"
8,20,2006,03:41:48,-61.029,-34.371,13,7,mwb,Scotia Sea
11,15,2006,11:14:13,46.592,153.266,10,8.3,mwc,Kuril Islands
12,26,2006,12:26:21,21.799,120.547,10,7.1,mwb,"30 km SW of Hengchun, Taiwan"
1,13,2007,04:23:21,46.243,154.524,10,8.1,mwc,east of the Kuril Islands
1,21,2007,11:27:45,1.065,126.282,22,7.5,mwc,"126 km WNW of Ternate, Indonesia"
3,25,2007,00:40:01,-20.617,169.357,34,7.1,mwb,"119 km S of Isangel, Vanuatu"
4,1,2007,20:39:58,-8.466,157.043,24,8.1,mwc,"45 km SSE of Gizo, Solomon Islands"
8,1,2007,17:08:51,-15.595,167.68,120,7.2,mwb,"56 km E of Luganville, Vanuatu"
8,8,2007,17:05:04,-5.859,107.419,280,7.5,mwc,"35 km NNE of Rengasdengklok, Indonesia"
8,15,2007,23:40:57,-13.386,-76.603,39,8,mwc,"41 km SW of San Vicente de Cañete, Peru"
9,2,2007,01:05:18,-11.61,165.762,35,7.2,mwc,"97 km S of Lata, Solomon Islands"
9,12,2007,11:10:26,-4.438,101.367,34,8.4,mww,"122 km SW of Bengkulu, Indonesia"
9,12,2007,23:49:03,-2.625,100.841,35,7.9,mwc,"87 km SW of Sungai Penuh, Indonesia"
9,13,2007,03:35:28,-2.13,99.627,22,7,mwc,"153 km SSW of Padang, Indonesia"
9,28,2007,13:38:57,22.013,142.668,260,7.5,mwc,"Volcano Islands, Japan region"
9,30,2007,05:23:34,-49.271,164.115,10,7.4,mwc,"Auckland Islands, New Zealand region"
10,31,2007,03:30:15,18.9,145.388,207,7.2,mwb,"Pagan region, Northern Mariana Islands"
11,14,2007,15:40:50,-22.247,-69.89,40,7.7,mwc,"36 km ESE of Tocopilla, Chile"
11,29,2007,19:00:20,14.944,-61.274,156,7.4,mwb,"18 km WNW of Basse-Pointe, Martinique"
12,9,2007,07:28:20,-25.996,-177.514,152.5,7.8,mwc,south of the Fiji Islands
12,19,2007,09:30:27,51.36,-179.509,34,7.2,mwc,"207 km WSW of Adak, Alaska"
2,20,2008,08:08:30,2.768,95.964,26,7.4,mwc,"56 km NW of Sinabang, Indonesia"
2,25,2008,08:36:33,-2.486,99.972,25,7.2,mwc,"164 km WSW of Sungai Penuh, Indonesia"
3,20,2008,22:32:57,35.49,81.467,10,7.2,mwc,"226 km SE of Hotan, China"
4,9,2008,12:46:12,-20.071,168.892,33,7.3,mwc,"71 km SW of Isangel, Vanuatu"
4,12,2008,00:30:12,-55.664,158.453,16,7.1,mwc,Macquarie Island region
5,12,2008,06:28:01,31.002,103.322,19,7.9,mwc,"58 km W of Tianpeng, China"
6,30,2008,06:17:43,-58.227,-22.099,8,7,mwc,South Sandwich Islands region
7,5,2008,02:12:04,53.882,152.886,632.8,7.7,mwc,Sea of Okhotsk
7,19,2008,02:39:28,37.552,142.214,22,7,mwc,"107 km E of Namie, Japan"
9,29,2008,15:19:31,-29.756,-177.683,36,7,mwc,"Kermadec Islands, New Zealand"
11,16,2008,17:02:32,1.271,122.091,30,7.4,mww,"135 km NW of Gorontalo, Indonesia"
11,24,2008,09:02:58,54.203,154.322,492.3,7.3,mwc,"284 km WSW of Mil’kovo, Russia"
1,3,2009,19:43:50,-0.414,132.885,17,7.7,mwc,"140 km WNW of Manokwari, Indonesia"
1,3,2009,22:33:40,-0.691,133.305,23,7.4,mwc,"86 km WNW of Manokwari, Indonesia"
1,15,2009,17:49:39,46.857,155.154,36,7.4,mwc,east of the Kuril Islands
2,11,2009,17:34:50,3.886,126.387,20,7.2,mwc,"196 km SSE of Sarangani, Philippines"
2,18,2009,21:53:45,-27.424,-176.33,25,7,mwc,Kermadec Islands region
3,19,2009,18:17:40,-23.043,-174.66,31,7.6,mwc,"191 km S of ‘Ohonua, Tonga"
5,28,2009,08:24:46,16.731,-86.217,19,7.3,mwc,"46 km NW of Guanaja, Honduras"
7,15,2009,09:22:29,-45.762,166.562,12,7.8,mwc,"97 km WSW of Te Anau, New Zealand"
8,9,2009,10:55:55,33.167,137.944,292,7.1,mwc,"161 km S of ?yama, Japan"
8,10,2009,19:55:38,14.099,92.902,24,7.5,mwc,"266 km N of Bamboo Flat, India"
9,2,2009,07:55:01,-7.782,107.297,46,7,mwc,"66 km SSW of Banjar, Indonesia"
9,29,2009,17:48:10,-15.489,-172.095,18,8.1,mwc,"168 km SSW of Matavai, Samoa"
9,30,2009,10:16:09,-0.72,99.867,81,7.6,mwc,"30 km WSW of Pariaman, Indonesia"
10,7,2009,22:03:14,-13.006,166.51,45,7.7,mww,"148 km NW of Sola, Vanuatu"
10,7,2009,22:18:51,-12.517,166.382,35,7.8,mwc,"196 km NW of Sola, Vanuatu"
10,7,2009,23:13:48,-13.093,166.497,31.1,7.4,mwc,"143 km NW of Sola, Vanuatu"
11,9,2009,10:44:55,-17.239,178.331,595,7.3,mwc,"77 km ENE of Ba, Fiji"
1,3,2010,22:36:25,-8.783,157.354,10,7.1,mwc,"94 km SE of Gizo, Solomon Islands"
1,12,2010,21:53:10,18.443,-72.571,13,7,mwc,"10 km SE of Léogâne, Haiti"
2,26,2010,20:31:26,25.93,128.425,25,7,mwc,"70 km SE of Katsuren-haebaru, Japan"
2,27,2010,06:34:11,-36.122,-72.898,22.9,8.8,mww,"36 km WNW of Quirihue, Chile"
2,27,2010,08:01:23,-37.773,-75.048,35,7.4,mwc,"124 km W of Lebu, Chile"
3,11,2010,14:55:27,-34.326,-71.799,18,7,mwc,"52 km NW of Santa Cruz, Chile"
4,4,2010,22:40:42,32.2861667,-115.2953333,9.987,7.2,mw,"12km SW of Delta, B.C., MX"
4,6,2010,22:15:01,2.383,97.048,31,7.8,mwc,"75 km E of Sinabang, Indonesia"
5,9,2010,05:59:41,3.748,96.018,38,7.2,mwc,"45 km SSW of Meulaboh, Indonesia"
5,27,2010,17:14:46,-13.698,166.643,31,7.2,mwc,"100 km WNW of Sola, Vanuatu"
6,12,2010,19:26:50,7.881,91.936,35,7.5,mwc,"Nicobar Islands, India region"
6,16,2010,03:16:27,-2.174,136.543,18,7,mwc,"121 km SSE of Biak, Indonesia"
7,18,2010,13:34:59,-5.931,150.59,35,7.3,mwc,"New Britain region, Papua New Guinea"
7,23,2010,22:08:11,6.718,123.409,607.1,7.3,mwc,"68 km W of Gadung, Philippines"
7,23,2010,22:51:11,6.497,123.48,578,7.6,mwc,"61 km W of Bantogon, Philippines"
7,23,2010,23:15:10,6.776,123.259,640.6,7.5,mwc,"72 km S of Panubigan, Philippines"
8,4,2010,22:01:43,-5.746,150.765,44,7,mww,"72 km ESE of Kimbe, Papua New Guinea"
8,10,2010,05:23:44,-17.541,168.069,25,7.3,mwc,"33 km NW of Port-Vila, Vanuatu"
8,12,2010,11:54:15,-1.266,-77.306,206.7,7.1,mwc,Ecuador
9,3,2010,16:35:47,-43.522,171.83,12,7,mwc,"19 km NE of Methven, New Zealand"
9,29,2010,17:11:25,-4.963,133.76,26,7,mwc,"Near the south coast of Papua, Indonesia"
10,25,2010,14:42:22,-3.487,100.082,20.1,7.8,mwc,"215 km SW of Sungai Penuh, Indonesia"
12,21,2010,17:19:40,26.901,143.698,14,7.4,mwc,"Bonin Islands, Japan region"
12,25,2010,13:16:37,-19.702,167.947,16,7.3,mwc,"141 km W of Isangel, Vanuatu"
1,1,2011,09:56:58,-26.803,-63.136,576.8,7,mww,"26 km NNE of El Hoyo, Argentina"
1,2,2011,20:20:17,-38.355,-73.326,24,7.2,mww,"42 km NNW of Carahue, Chile"
1,13,2011,16:16:41,-20.628,168.471,9,7,mww,"118 km NNE of Tadine, New Caledonia"
1,18,2011,20:23:23,28.777,63.951,68,7.2,mww,"46 km WSW of Dalbandin, Pakistan"
3,9,2011,02:45:20,38.435,142.842,32,7.3,mww,"120 km SE of ?funato, Japan"
3,11,2011,05:46:24,38.297,142.373,29,9.1,mww,"2011 Great Tohoku Earthquake, Japan"
3,11,2011,06:15:40,36.281,141.111,42.6,7.9,mwc,"47 km E of ?arai, Japan"
3,11,2011,06:25:50,38.058,144.59,18.6,7.7,mwc,"272 km ESE of Kamaishi, Japan"
4,7,2011,14:32:43,38.276,141.588,42,7.1,mww,"29 km ESE of Ishinomaki, Japan"
6,24,2011,03:09:39,52.05,-171.836,52,7.3,mww,"Fox Islands, Aleutian Islands, Alaska"
7,6,2011,19:03:18,-29.539,-176.34,17,7.6,mww,Kermadec Islands region
7,10,2011,00:57:10,38.034,143.264,23,7,mww,"177 km ESE of Ishinomaki, Japan"
8,20,2011,16:55:02,-18.365,168.143,32,7.2,mww,"71 km SSW of Port-Vila, Vanuatu"
8,20,2011,18:19:23,-18.311,168.218,28,7.1,mww,"64 km S of Port-Vila, Vanuatu"
8,24,2011,17:46:11,-7.641,-74.525,147,7,mww,"64 km ESE of Contamana, Peru"
9,3,2011,22:55:40,-20.671,169.716,185.1,7,mww,"133 km SSE of Isangel, Vanuatu"
9,15,2011,19:31:04,-21.611,-179.528,644.6,7.3,mww,Fiji region
10,21,2011,17:57:16,-28.993,-176.238,33,7.4,mww,Kermadec Islands region
10,23,2011,10:41:23,38.721,43.508,18,7.1,mww,"27 km NNE of Van, Turkey"
12,14,2011,05:04:58,-7.551,146.809,135,7.1,mww,"25 km SSE of Wau, Papua New Guinea"
1,10,2012,18:36:59,2.433,93.21,19,7.2,mww,off the west coast of northern Sumatra
2,2,2012,13:34:40,-17.827,167.133,23,7.1,mww,"125 km W of Port-Vila, Vanuatu"
3,20,2012,18:02:47,16.493,-98.231,20,7.4,mww,"6 km E of Santiago Llano Grande, Mexico"
3,25,2012,22:37:06,-35.2,-72.217,40.7,7.1,mww,"23 km NE of Constitución, Chile"
4,11,2012,08:38:36,2.327,93.063,20,8.6,mw,off the west coast of northern Sumatra
4,11,2012,10:43:10,0.802,92.463,25.1,8.2,mwc,off the west coast of northern Sumatra
4,12,2012,07:15:48,28.696,-113.104,13,7,mww,"69 km ENE of San Luis, Mexico"
8,14,2012,02:59:38,49.8,145.064,583.2,7.7,mww,"156 km ENE of Poronaysk, Russia"
8,27,2012,04:37:19,12.139,-88.59,28,7.3,mww,"126 km S of Puerto El Triunfo, El Salvador"
8,31,2012,12:47:33,10.811,126.638,28,7.6,mww,"89 km E of Sulangan, Philippines"
9,5,2012,14:42:07,10.085,-85.315,35,7.6,mww,"11 km ENE of Hojancha, Costa Rica"
9,30,2012,16:31:35,1.929,-76.362,170,7.3,mww,"11 km WNW of San Agustín, Colombia"
10,28,2012,03:04:08,52.788,-132.101,14,7.8,mww,"206 km SW of Prince Rupert, Canada"
11,7,2012,16:35:46,13.988,-91.895,24,7.4,mww,"33 km S of Champerico, Guatemala"
12,7,2012,08:18:23,37.89,143.949,31,7.3,mww,"234 km SE of ?funato, Japan"
12,10,2012,16:53:08,-6.533,129.825,155,7.1,mww,Banda Sea
1,5,2013,08:58:14,55.228,-134.8591,8.7,7.5,mw,"110 km SW of Edna Bay, Alaska"
2,6,2013,01:12:25,-10.799,165.114,24,8,mww,"75 km W of Lata, Solomon Islands"
2,6,2013,01:23:19,-11.183,164.882,10,7.1,mww,"112 km WSW of Lata, Solomon Islands"
2,6,2013,01:54:14,-10.499,165.588,8.8,7,mww,"33 km NW of Lata, Solomon Islands"
2,8,2013,15:26:38,-10.928,166.018,21,7.1,mww,"32 km SE of Lata, Solomon Islands"
4,6,2013,04:42:35,-3.517,138.476,66,7,mww,"260 km WSW of Abepura, Indonesia"
4,16,2013,10:44:20,28.033,61.996,80,7.7,mww,"79 km ESE of Kh?sh, Iran"
4,19,2013,03:05:52,46.221,150.788,110,7.2,mww,"252 km ENE of Kuril’sk, Russia"
5,23,2013,17:19:04,-23.009,-177.232,173.7,7.4,mww,"292 km SW of Vaini, Tonga"
5,24,2013,05:44:48,54.892,153.221,598.1,8.3,mww,Sea of Okhotsk
7,7,2013,18:35:30,-3.917,153.927,385.5,7.3,mww,"190 km ENE of Kokopo, Papua New Guinea"
7,15,2013,14:03:39,-60.857,-25.07,11,7.3,mww,South Sandwich Islands region
8,30,2013,16:25:02,51.537,-175.2297,29,7,mww,"101 km SW of Atka, Alaska"
9,24,2013,11:29:47,26.951,65.5009,15,7.7,mww,"113 km NW of Bela, Pakistan"
9,25,2013,16:42:43,-15.8385,-74.5112,40,7.1,mww,"16 km WSW of Atiquipa, Peru"
10,15,2013,00:12:32,9.8796,124.1167,19.04,7.1,mww,"4 km SE of Sagbayan, Philippines"
10,25,2013,17:10:19,37.1557,144.6611,35,7.1,mww,"off the east coast of Honshu, Japan"
11,17,2013,09:04:55,-60.2738,-46.4011,10,7.7,mww,Scotia Sea
11,25,2013,06:27:33,-53.9451,-55.0033,11.78,7,mww,Falkland Islands region
4,1,2014,23:46:47,-19.6097,-70.7691,25,8.2,mww,"93 km NW of Iquique, Chile"
4,3,2014,02:43:13,-20.5709,-70.4931,22.4,7.7,mww,"53 km SW of Iquique, Chile"
4,11,2014,07:07:23,-6.5858,155.0485,60.53,7.1,mww,"56 km WSW of Panguna, Papua New Guinea"
4,12,2014,20:14:39,-11.2701,162.1481,22.56,7.6,mww,"93 km SSE of Kirakira, Solomon Islands"
4,13,2014,12:36:19,-11.4633,162.0511,39,7.4,mww,"112 km S of Kirakira, Solomon Islands"
4,18,2014,14:27:24,17.397,-100.9723,24,7.2,mww,"9 km ENE of Coyuquilla Norte, Mexico"
4,19,2014,13:28:00,-6.7547,155.0241,43.37,7.5,mww,"70 km SW of Panguna, Papua New Guinea"
6,23,2014,20:53:09,51.8486,178.7352,109,7.9,mww,"Rat Islands, Aleutian Islands, Alaska"
10,9,2014,02:14:31,-32.1082,-110.8112,16.54,7,mww,southern East Pacific Rise
10,14,2014,03:51:34,12.5262,-88.1225,40,7.3,mww,"74 km S of Intipucá, El Salvador"
11,1,2014,18:57:22,-19.6903,-177.7587,434,7.1,mww,Fiji region
11,15,2014,02:31:41,1.8929,126.5217,45,7.1,mww,"155 km NW of Ternate, Indonesia"
2,13,2015,18:59:12,52.6487,-31.9016,16.68,7.1,mww,northern Mid-Atlantic Ridge
2,27,2015,13:45:05,-7.2968,122.5348,552.06,7,mww,"150 km NNE of Maumere, Indonesia"
3,29,2015,23:48:31,-4.7294,152.5623,41,7.5,mww,"53 km SE of Kokopo, Papua New Guinea"
4,25,2015,06:11:25,28.2305,84.7314,8.22,7.8,mww,"67 km NNE of Bharatpur, Nepal"
5,5,2015,01:44:06,-5.4624,151.8751,55,7.5,mww,"131 km SSW of Kokopo, Papua New Guinea"
5,7,2015,07:10:19,-7.2175,154.5567,10,7.1,mww,"143 km SW of Panguna, Papua New Guinea"
5,12,2015,07:05:19,27.8087,86.0655,15,7.3,mww,Nepal
5,30,2015,11:23:02,27.8386,140.4931,664,7.8,mww,"Bonin Islands, Japan region"
6,17,2015,12:51:32,-35.3639,-17.1605,10,7,mww,southern Mid-Atlantic Ridge
7,18,2015,02:27:33,-10.4012,165.1409,11,7,mww,"80 km WNW of Lata, Solomon Islands"
7,27,2015,21:41:21,-2.6286,138.5277,48,7,mww,"234 km W of Abepura, Indonesia"
9,16,2015,22:54:32,-31.5729,-71.6744,22.44,8.3,mww,"48 km W of Illapel, Chile"
9,16,2015,23:18:41,-31.5622,-71.4262,28.41,7,mww,"25 km WNW of Illapel, Chile"
10,20,2015,21:52:02,-14.8595,167.3028,135,7.1,mww,"31 km NE of Port-Olry, Vanuatu"
10,26,2015,09:09:42,36.5244,70.3676,231,7.5,mww,"Hindu Kush region, Afghanistan"
11,24,2015,22:45:38,-10.5372,-70.9437,606.21,7.6,mww,"155 km WNW of Iñapari, Peru"
11,24,2015,22:50:54,-10.0598,-71.0184,620.56,7.6,mww,"185 km WNW of Iñapari, Peru"
12,4,2015,22:25:00,-47.6165,85.0913,35,7.1,mww,southeast Indian Ridge
12,7,2015,07:50:05,38.2107,72.7797,22,7.2,mww,"104 km W of Murghob, Tajikistan"
1,24,2016,10:30:29,59.6204,-153.3392,125.6,7.1,mw,"47 km ESE of Pedro Bay, Alaska"
1,30,2016,03:25:12,53.9776,158.5463,177,7.2,mww,"80 km S of Mil’kovo, Russia"
3,2,2016,12:49:48,-4.9521,94.3299,24,7.8,mww,"southwest of Sumatra, Indonesia"
4,15,2016,16:25:06,32.7906,130.7543,10,7,mww,"6 km ESE of Kumamoto, Japan"
4,16,2016,23:58:36,0.3819,-79.9218,20.59,7.8,mww,"27 km SSE of Muisne, Ecuador"
